5000000493913	21	02/28/2023 14:20:06	02/28/2023 14:25:59	5
5000000379996	21	02/28/2023 14:19:53	02/28/2023 14:25:52	5
5000000432050	21	02/28/2023 14:19:46	02/28/2023 14:25:45	5
5000000473500	21	02/28/2023 14:19:40	02/28/2023 14:25:38	5
5000000473671	21	02/28/2023 14:19:33	02/28/2023 14:25:32	5
5000000423187	21	02/28/2023 14:19:26	02/28/2023 14:26:53	6
5000000328052	21	02/28/2023 14:19:19	02/28/2023 14:26:46	6
5000000400668	21	02/28/2023 14:19:13	02/28/2023 14:26:39	6
5000000404934	21	02/28/2023 14:19:06	02/28/2023 14:26:33	6
5000000409990	21	02/28/2023 14:18:59	02/28/2023 14:26:26	6
5000000120806	21	02/28/2023 14:18:47	02/28/2023 14:26:19	6
5000000438867	21	02/28/2023 14:18:40	02/28/2023 14:26:12	6
5000000521973	21	02/28/2023 14:18:33	02/28/2023 14:26:05	6
5000000513733	18	02/28/2023 13:14:55	02/28/2023 13:14:55	1
5000000419800	18	02/28/2023 13:14:48	02/28/2023 13:14:48	1
5000000452382	18	02/28/2023 13:14:41	02/28/2023 13:14:41	1
5000000476834	18	02/28/2023 13:14:35	02/28/2023 13:14:35	1
5000000499319	18	02/28/2023 13:14:28	02/28/2023 13:14:28	1
5000000139144	18	02/28/2023 13:14:21	02/28/2023 13:14:21	1
5000000402631	18	02/28/2023 13:14:14	02/28/2023 13:14:14	1
5000000395263	18	02/28/2023 13:14:07	02/28/2023 13:14:07	1
5000000139127	18	02/28/2023 13:14:00	02/28/2023 13:14:00	1
5000000527749	18	02/28/2023 13:13:53	02/28/2023 13:13:53	1
5000000418633	18	02/28/2023 13:13:35	02/28/2023 13:13:35	1
5000000498271	18	02/28/2023 13:13:14	02/28/2023 13:13:14	1
5000000404448	19	02/28/2023 12:05:26	02/28/2023 12:13:36	7
5000000155793	19	02/28/2023 12:05:00	02/28/2023 12:13:05	7
5000000384691	19	02/28/2023 12:04:48	02/28/2023 12:12:59	7
5000000522458	19	02/28/2023 12:04:41	02/28/2023 12:12:47	7
5000000339074	19	02/28/2023 12:04:34	02/28/2023 12:14:03	8
5000000513218	19	02/28/2023 12:04:22	02/28/2023 12:13:56	8
5000000408054	19	02/28/2023 12:04:15	02/28/2023 12:13:50	8
5000000419511	19	02/28/2023 12:04:08	02/28/2023 12:13:43	8
5000000493561	19	02/28/2023 12:03:50	02/28/2023 12:13:29	8
5000000408752	19	02/28/2023 12:03:43	02/28/2023 12:13:19	8
5000000424370	28	02/28/2023 10:25:39	02/28/2023 10:28:33	3
5000000393152	28	02/28/2023 10:25:32	02/28/2023 10:28:25	3
5000000042380	28	02/28/2023 08:35:09	02/28/2023 08:40:38	4
5000000422996	28	02/28/2023 08:35:03	02/28/2023 08:40:31	4
5000000139026	28	02/28/2023 08:34:48	02/28/2023 08:40:17	4
5000000408230	28	02/28/2023 08:34:40	02/28/2023 08:40:11	4
5000000400916	28	02/28/2023 08:34:27	02/28/2023 08:40:03	4
5000000364048	28	02/28/2023 08:34:20	02/28/2023 08:39:56	4
5000000523460	28	02/28/2023 08:34:07	02/28/2023 08:39:48	4
5000000444923	28	02/28/2023 08:33:59	02/28/2023 08:39:37	4
5000000427792	28	02/28/2023 08:11:37	02/28/2023 08:39:05	19
5000000497460	28	02/28/2023 08:11:30	02/28/2023 08:40:24	20
5000000449049
